Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
0736645586,King Rat,,A2MVUWT453QH61,"J. R. Fielhauer ""The Salvaging Jawa""",1/2,4.0,1128470400,Much more action oriented than other Clavell work.,Great! Reminded me of The great escape only without the escape. Very moving.
