Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
0826414346,Dr. Seuss: American Icon,,A2MJWBHR65XNNQ,LynnT,1/1,4.0,1296777600,Thinker,"Very scholarly and thought provoking. I took Professor Wells' course in 1963 and still ponder the content of this book from time-to-time. Therefore, decided I should own it."
